id,uuid,image_url,latitude,longitude,place_county_name,place_state_name
248079240,fb5c206e-2e45-49ac-8bbe-13b6b1fedb8a,https://inaturalist-open-data.s3.amazonaws.com/photos/443190465/medium.jpeg,-12.6701185501,-74.6755572182,Acobamba,Huancavelica
248394511,2a45eb13-7240-4ff9-a65c-82afe9d13180,https://inaturalist-open-data.s3.amazonaws.com/photos/443816896/medium.jpg,-21.436717,-67.857433,Nor Lípez,Potosí
248399453,6477e464-0cc4-4f3f-ac52-b03f3dd7acba,https://inaturalist-open-data.s3.amazonaws.com/photos/443827247/medium.jpg,-21.436033,-67.857567,Nor Lípez,Potosí
248898165,65807630-404c-4b5d-a282-1f14b539b1db,https://inaturalist-open-data.s3.amazonaws.com/photos/444822993/medium.jpeg,-22.420197,-65.9928559,Rinconada,Jujuy
248955117,dc87e914-2cb1-430a-af6b-a79078f173d9,https://inaturalist-open-data.s3.amazonaws.com/photos/444936073/medium.jpeg,-17.7650669112,-69.7628982738,Parinacota,Arica y Parinacota
248963061,02e281b3-62d6-4ae8-96d6-6e6b3a1dc34f,https://static.inaturalist.org/photos/444951994/medium.jpeg,-13.8710466667,-71.32843,Quispicanchi,Cusco
249233328,215cb4ea-d96c-48d2-98e9-628de1f1dd4b,https://static.inaturalist.org/photos/445487131/medium.jpeg,-21.3592166667,-68.0281528333,Nor Lípez,Potosí
250165821,ac0759f8-58c5-4879-a15f-7cbc10a0f495,https://static.inaturalist.org/photos/447346800/medium.jpeg,-19.551865,-65.901885,Tomás Frías,Potosí
250207307,4cef1b47-f1c3-4295-9d0f-efe096e668d0,https://static.inaturalist.org/photos/447429574/medium.jpeg,-22.2017333333,-65.2113283333,Santa Victoria,Salta
250546446,069db722-62a9-4b28-90e1-a89120d1a7d2,https://inaturalist-open-data.s3.amazonaws.com/photos/448119627/medium.jpg,-21.4401,-65.414183,Sud Chichas,Potosí
250548412,c5f8e953-d266-4ed7-8fc1-802adb4a04a7,https://inaturalist-open-data.s3.amazonaws.com/photos/448123299/medium.jpg,-21.4029,-65.35765,Sud Cinti,Chuquisaca
250963591,b4b0741f-ed5d-40fa-af92-02e6c3cb32ee,https://inaturalist-open-data.s3.amazonaws.com/photos/448948934/medium.jpeg,-22.593865,-68.0609916667,El Loa,Antofagasta
251067646,b7a9f93e-2ac0-455a-b87f-2b36710650b2,https://static.inaturalist.org/photos/449156856/medium.jpeg,-18.1689758712,-69.4315582406,Parinacota,Arica y Parinacota
251082360,42bd5671-858d-4555-aed9-13309c47cfdc,https://static.inaturalist.org/photos/449185946/medium.jpeg,-18.2529866667,-69.1726216667,Parinacota,Arica y Parinacota
251688618,f8b11e98-aa57-4ab8-986f-299fab60c5a2,https://inaturalist-open-data.s3.amazonaws.com/photos/450394063/medium.jpeg,-22.2020141457,-65.210913655,Santa Victoria,Salta
251727579,deaf5e1a-8ade-4693-9ed0-da94e7e994c3,https://inaturalist-open-data.s3.amazonaws.com/photos/450470963/medium.jpg,-11.0371555556,-76.3954388889,Pasco,Pasco
251867380,3da0363f-c414-4bc9-9d10-c5512ea2f491,https://static.inaturalist.org/photos/450756806/medium.jpeg,-18.0793138889,-69.0585694444,Sajama,Oruro
252419785,347cec9c-8500-4d63-acc4-df72a49ad63f,https://inaturalist-open-data.s3.amazonaws.com/photos/451862040/medium.jpeg,-18.17047,-69.4302216667,Parinacota,Arica y Parinacota
252419928,4d5d24ab-e201-47a1-8459-0fa089bd860f,https://inaturalist-open-data.s3.amazonaws.com/photos/451862201/medium.jpeg,-18.1705966667,-69.4299466667,Parinacota,Arica y Parinacota
252552350,8e771204-6008-4fcf-b3e0-b84a3d3fe9af,https://static.inaturalist.org/photos/452121145/medium.jpeg,-16.5543638889,-68.673875,Ingavi,La Paz
252748718,57c6478d-5d03-4e9c-9159-f2c8323fcde0,https://inaturalist-open-data.s3.amazonaws.com/photos/452452415/medium.jpeg,-24.27050661,-66.4571046787,Los Andes,Salta
252748724,03d4929c-3dbb-451c-a21f-c15b0fa1820c,https://inaturalist-open-data.s3.amazonaws.com/photos/452452689/medium.jpeg,-24.2670529135,-66.4565317508,Los Andes,Salta
252786655,6d09d024-f78d-4b4d-bf51-03d3dd7881c4,https://inaturalist-open-data.s3.amazonaws.com/photos/452557587/medium.png,-22.0519254,-67.8832848,Sud Lípez,Potosí
253244734,fd476a92-6f1e-477e-bfec-fda3927727ea,https://static.inaturalist.org/photos/453408104/medium.jpeg,-18.1705966667,-69.4299616667,Parinacota,Arica y Parinacota
253549531,3047687a-90a0-42e0-bae7-c59da55436bd,https://static.inaturalist.org/photos/454012782/medium.jpeg,-22.5842966667,-68.0450445,El Loa,Antofagasta
253564159,6e50a8d9-ec78-4dfc-ba89-d6dee446a2ac,https://inaturalist-open-data.s3.amazonaws.com/photos/454041696/medium.jpeg,-16.6102003631,-68.8749081969,Ingavi,La Paz
253892646,0778d68d-cd1b-468e-a8ef-d180efbece96,https://inaturalist-open-data.s3.amazonaws.com/photos/454669115/medium.jpeg,-22.1123029821,-65.7679393322,Yavi,Jujuy
253993887,730c8b5f-9399-4f9d-9273-519f1ce976fb,https://static.inaturalist.org/photos/454864061/medium.jpeg,-18.2518104,-69.1766987,Parinacota,Arica y Parinacota
254916611,6f08bf25-6c21-463a-97b2-b0d9ee2eea89,https://inaturalist-open-data.s3.amazonaws.com/photos/456715237/medium.jpg,-23.6936168997,-65.6478644997,Tumbaya,Jujuy
254916832,9869529e-17fb-423b-a20b-4ba6a07c64f6,https://inaturalist-open-data.s3.amazonaws.com/photos/456715235/medium.jpg,-21.5064743056,-65.0164631944,Eustaquio Méndez,Tarija
254924508,864eff4b-abcd-4834-a82b-ffcfd9f41c16,https://inaturalist-open-data.s3.amazonaws.com/photos/456726723/medium.jpg,-21.7640740556,-64.9927815556,Cercado,Tarija
