id,user_name,license,image_url,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name
162016,"",CC-BY-NC-ND,https://static.inaturalist.org/photos/218690/medium.JPG,-22.8962599913,-68.2000350952,El Loa,Antofagasta,Azorella compacta,Llareta
281749,Carmelo López Abad,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/348797/medium.JPG,-18.243577,-69.33815,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
1558723,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1929648/medium.JPG,-18.3,-69.16667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
2670451,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3000716/medium.JPG,-20.624713,-66.998801,Nor Lípez,Potosí,Azorella compacta,Llareta
2693742,David Renoult,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3031464/medium.jpg,-18.220873,-69.24365,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
7909010,Stefan,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/10435709/medium.jpg,-18.9190366667,-69.0816945,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
7909080,Stefan,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/10435812/medium.jpg,-21.5697661251,-67.7169931063,Nor Lípez,Potosí,Azorella compacta,Llareta
8082942,Diego Almendras G.,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/10717462/medium.jpeg,-22.3392646283,-68.019214799,El Loa,Antofagasta,Azorella compacta,Llareta
8723992,Andrea Peterlongo,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/11702655/medium.jpg,-18.166405,-69.434517,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
12710989,"",CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/18405714/medium.jpg,-15.58757,-72.73636,Condesuyos,Arequipa,Azorella compacta,Llareta
12710994,"",CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/18405724/medium.jpg,-15.58757,-72.73636,Condesuyos,Arequipa,Azorella compacta,Llareta
12711018,"",CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/18405747/medium.jpg,-15.58757,-72.73636,Condesuyos,Arequipa,Azorella compacta,Llareta
13300478,Ruth Ripley,CC-BY-NC,https://static.inaturalist.org/photos/19476822/medium.jpeg,-11.1083416667,-76.1169716667,Junín,Junín,Azorella compacta,Llareta
15319486,Miguel Vieira,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/22938795/medium.jpg,-21.358714,-68.026142,Nor Lípez,Potosí,Azorella compacta,Llareta
15842315,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/23686052/medium.jpg,-21.35852,-68.0278945,Nor Lípez,Potosí,Azorella compacta,Llareta
17263800,Chimú,CC-BY-NC,https://static.inaturalist.org/photos/26187314/medium.jpeg,-18.1104793415,-68.9182342037,Sajama,Oruro,Azorella compacta,Llareta
17832132,Chimú,CC-BY-NC,https://static.inaturalist.org/photos/27217417/medium.jpeg,-18.1113018568,-68.9170969471,Sajama,Oruro,Azorella compacta,Llareta
19293514,Alexander Görlt,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/29655487/medium.jpeg,-18.1599705227,-69.4381821156,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
20044570,Jan Nicholas,,https://static.inaturalist.org/photos/30946774/medium.jpg,-21.3585583333,-68.0278638333,Nor Lípez,Potosí,Azorella compacta,Llareta
20148312,Tony Rebelo,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/31077401/medium.jpg,-14.48201,-70.98919,Canas,Cusco,Azorella compacta,Llareta
20469993,Jennifer Heron,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/31598484/medium.jpg,-21.9258416667,-68.0053472167,Nor Lípez,Potosí,Azorella compacta,Llareta
21724931,Ben Schweinhart,CC-BY-NC,https://static.inaturalist.org/photos/33642497/medium.jpg,-18.1833,-69.4167,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
22134260,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/34267311/medium.jpg,-19.3362236509,-66.9150014688,Eduardo Avaroa,Oruro,Azorella compacta,Llareta
22989495,Krystal Bedregal,CC-BY-NC,https://static.inaturalist.org/photos/35639775/medium.jpg,-18.0701471667,-69.0724195,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
23840949,Lukas Mohr,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/36891922/medium.jpeg,-16.1776912084,-71.5324008465,Arequipa,Arequipa,Azorella compacta,Llareta
24280467,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/37544012/medium.jpeg,-21.6245544356,-68.0628225034,Nor Lípez,Potosí,Azorella compacta,Llareta
26577773,Elvia Góez,,https://static.inaturalist.org/photos/41278895/medium.jpg,-21.7504210666,-67.5961923834,Nor Lípez,Potosí,Azorella compacta,Llareta
27419251,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/42661325/medium.jpg,-22.5326733333,-68.0447666667,El Loa,Antofagasta,Azorella compacta,Llareta
28577635,Susanne Sivila,,https://static.inaturalist.org/photos/44557956/medium.jpeg,-21.3585326029,-68.027903745,Nor Lípez,Potosí,Azorella compacta,Llareta
29370857,Cobi Calyx,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/45836380/medium.jpeg,-18.1642360386,-69.1453364119,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
31302651,Eduardo,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/48980019/medium.jpg,-19.6056241535,-69.0437496764,Iquique,Tarapacá,Azorella compacta,Llareta
31302780,Eduardo,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/48980208/medium.jpg,-19.6094984164,-69.0205226633,Iquique,Tarapacá,Azorella compacta,Llareta
32097533,Tom,,https://static.inaturalist.org/photos/50310127/medium.jpeg,-21.3406627663,-66.4180686325,Nor Lípez,Potosí,Azorella compacta,Llareta
32515695,Sandy Rae,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/51007131/medium.jpg,-18.170561,-69.429965,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
34212239,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/53815772/medium.jpg,-21.2581659416,-68.1317417782,Nor Lípez,Potosí,Azorella compacta,Llareta
34787227,Wilder R. Quispe Rojas,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/54791395/medium.jpeg,-12.590672884,-75.042892245,Huancavelica,Huancavelica,Azorella compacta,Llareta
34942052,Pedro A. Palma Calorio,,https://static.inaturalist.org/photos/55058081/medium.jpg,-21.725725,-67.52623,Nor Lípez,Potosí,Azorella compacta,Llareta
35087106,Sophie Walters,,https://static.inaturalist.org/photos/55305558/medium.jpeg,-22.6215671,-67.6679757,Sud Lípez,Potosí,Azorella compacta,Llareta
35290379,Wilder R. Quispe Rojas,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/55632708/medium.jpeg,-12.5933586383,-75.0495875416,Huancavelica,Huancavelica,Azorella compacta,Llareta
35389170,Michael Weymann,CC-BY-NC,https://static.inaturalist.org/photos/55799257/medium.jpg,-21.0169774135,-68.8227147546,Iquique,Tarapacá,Azorella compacta,Llareta
35420649,Luca Boscain,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/55851086/medium.jpg,-18.2246616667,-69.3104316667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
35422240,Luca Boscain,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/55853860/medium.jpg,-18.2446916667,-69.180655,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
36069063,Luca Boscain,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/56968555/medium.jpg,-21.3587483333,-68.0272666667,Nor Lípez,Potosí,Azorella compacta,Llareta
36163862,Aira Francisca Faúndez Fallau,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57133130/medium.jpeg,-21.0923583805,-68.6427213246,Iquique,Tarapacá,Azorella compacta,Llareta
36288793,Joey Santore,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/57346550/medium.jpeg,-18.1956710815,-69.4414672852,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
36367292,Matt Berger,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57479998/medium.jpg,-18.19629667,-69.44118667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
36367437,Matt Berger,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57480153/medium.jpg,-18.221395,-69.21293667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
36367550,Matt Berger,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57480223/medium.jpg,-18.216695,-69.30185833,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
36368536,Matt Berger,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57482167/medium.jpg,-19.38568667,-68.94142167,Iquique,Tarapacá,Azorella compacta,Llareta
36368959,Matt Berger,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/57482640/medium.jpg,-19.24705,-69.09877783,Iquique,Tarapacá,Azorella compacta,Llareta
36840955,Vitaly Alyonkin,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/58303141/medium.jpg,-18.9100166667,-69.0843666667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
37064910,Andres Klein,CC-BY-NC,https://static.inaturalist.org/photos/58696910/medium.jpeg,-18.8953949259,-69.0775883917,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
37202315,Francisco Cornell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/58937601/medium.jpg,-22.5978365899,-66.0947281146,Rinconada,Jujuy,Azorella compacta,Llareta
37356647,Doug Taron,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/59206061/medium.jpg,-18.1704317057,-69.4301147711,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
37690071,Michael Weymann,CC-BY-NC,https://static.inaturalist.org/photos/59802094/medium.jpg,-20.9221385168,-68.660904284,Iquique,Tarapacá,Azorella compacta,Llareta
38187958,Dominic Eggert,,https://static.inaturalist.org/photos/60656463/medium.jpg,-18.1989185885,-69.5574882534,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
38382776,Maleen Mund,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/60994980/medium.jpeg,-16.0802574165,-71.4284706116,Arequipa,Arequipa,Azorella compacta,Llareta
38872268,Margherita Bandini,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/61815919/medium.jpg,-15.713645,-71.59232167,Caylloma,Arequipa,Azorella compacta,Llareta
39466660,Francisco Cornell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/62616221/medium.jpg,-22.3994032151,-66.125812874,Rinconada,Jujuy,Azorella compacta,Llareta
39550510,martishte,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/62757782/medium.jpeg,-21.8923489291,-67.5742532054,Nor Lípez,Potosí,Azorella compacta,Llareta
40367739,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64119269/medium.jpeg,-19.8323587228,-67.6299477078,Ladislao Cabrera,Oruro,Azorella compacta,Llareta
40390432,"",CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/64133740/medium.jpeg,-18.2236521877,-69.2728536415,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
40390815,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64134342/medium.jpeg,-19.324432,-68.310974,Atahuallpa,Oruro,Azorella compacta,Llareta
40402716,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64153295/medium.jpg,-18.1633027257,-69.0510898274,Sajama,Oruro,Azorella compacta,Llareta
40404367,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64156030/medium.jpeg,-21.4991380556,-67.8971180556,Nor Lípez,Potosí,Azorella compacta,Llareta
40760043,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64708809/medium.jpg,-21.3600216667,-68.0263666667,Nor Lípez,Potosí,Azorella compacta,Llareta
40909644,Frank Dietze,,https://static.inaturalist.org/photos/64857613/medium.jpeg,-16.1716616667,-71.5210666667,Arequipa,Arequipa,Azorella compacta,Llareta
40916650,Frank Dietze,,https://static.inaturalist.org/photos/64869390/medium.jpg,-21.0667861974,-67.6154932282,Nor Lípez,Potosí,Azorella compacta,Llareta
40967068,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64956994/medium.jpg,-22.42053333,-68.04335833,El Loa,Antofagasta,Azorella compacta,Llareta
40980861,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64980136/medium.jpeg,-24.0634980556,-66.5302180556,Susques,Jujuy,Azorella compacta,Llareta
40980871,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/64980264/medium.jpeg,-24.0634863889,-66.5301997222,Susques,Jujuy,Azorella compacta,Llareta
41002947,Fabien Anthelme,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/65016274/medium.jpeg,-18.0690132285,-68.8853821429,Sajama,Oruro,Azorella compacta,Llareta
41162954,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/65274272/medium.jpeg,-16.1867969848,-70.5667124493,General Sánchez Cerro,Moquegua,Azorella compacta,Llareta
41162957,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/65274279/medium.jpeg,-16.1537121706,-70.9214474988,Arequipa,Arequipa,Azorella compacta,Llareta
41569001,Martín Ferrari,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/65952659/medium.jpg,-21.535146,-67.579332,Nor Lípez,Potosí,Azorella compacta,Llareta
41961252,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/66585059/medium.jpeg,-18.2050586895,-69.2644069461,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
41961314,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/66585396/medium.jpeg,-17.826339269,-69.3184552926,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
41966651,Curren Frasch,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/66593622/medium.jpeg,-21.2994542378,-68.2801756679,El Loa,Antofagasta,Azorella compacta,Llareta
42023794,Pablo Preliasco,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/66694840/medium.jpeg,-25.1016516211,-65.9570602329,Cachi,Salta,Azorella compacta,Llareta
42452129,Claudio Maureira,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/67400706/medium.jpg,-21.4359659711,-67.8571591829,Nor Lípez,Potosí,Azorella compacta,Llareta
42539333,Jorge Herreros de Lartundo,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/67544485/medium.jpg,-18.102031945,-69.53572865,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
42887735,Mariana Mousaco,,https://static.inaturalist.org/photos/68102966/medium.jpeg,-20.1300264672,-67.4891343713,Nor Lípez,Potosí,Azorella compacta,Llareta
44224669,Jorge Herreros de Lartundo,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/70118303/medium.jpg,-18.1349308133,-69.5424784267,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
45151557,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/71587095/medium.jpeg,-22.0519254,-67.8832848,Sud Lípez,Potosí,Azorella compacta,Llareta
46025731,Barna Takats,,https://inaturalist-open-data.s3.amazonaws.com/photos/72996573/medium.jpeg,-20.1337772,-67.4891345,Nor Lípez,Potosí,Azorella compacta,Llareta
46882587,Virginia,,https://static.inaturalist.org/photos/74348742/medium.jpeg,-18.1969907,-69.5597273,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
49294552,Neil Edwards,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/78250975/medium.jpeg,-22.2082718997,-67.7735206112,Sud Lípez,Potosí,Azorella compacta,Llareta
49456404,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/78622943/medium.jpeg,-22.9182141443,-65.5875702202,Humahuaca,Jujuy,Azorella compacta,Llareta
50573587,Aira Francisca Faúndez Fallau,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/80305712/medium.jpg,-21.0725361111,-68.6442722222,Iquique,Tarapacá,Azorella compacta,Llareta
52494727,Naturalist Tours,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/83451793/medium.jpeg,-21.3604533333,-68.0274016667,Nor Lípez,Potosí,Azorella compacta,Llareta
54683459,"",CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/87025025/medium.jpg,-18.8286109,-69.0612582,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
54683468,"",CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/87025037/medium.jpg,-18.8286109,-69.0612582,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
54683470,"",CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/87025034/medium.jpg,-18.8286109,-69.0612582,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
56453013,Terry Gosliner,CC-BY-NC-SA,https://static.inaturalist.org/photos/89959192/medium.jpg,-22.43694,-68.04907,El Loa,Antofagasta,Azorella compacta,Llareta
56686900,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/90351020/medium.jpeg,-22.2062558796,-67.7636499211,Sud Lípez,Potosí,Azorella compacta,Llareta
59806382,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/95584037/medium.jpg,-18.2306557017,-69.3141174316,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
60782864,Greg Holland,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/97213615/medium.jpg,-14.8310892457,-71.1549148312,Espinar,Cusco,Azorella compacta,Llareta
60883963,Pablo Demaio,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/97377982/medium.jpg,-28.1713433333,-66.0063983333,Ambato,Catamarca,Azorella compacta,Llareta
61162082,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/97832147/medium.jpeg,-15.0352757105,-72.8369710344,La Unión,Arequipa,Azorella compacta,Llareta
62595889,Florangel Milagros Condo Zuñiga,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/100317382/medium.jpeg,-17.6368234569,-69.7885056585,Tacna,Tacna,Azorella compacta,Llareta
63323254,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/101606434/medium.jpeg,-21.8809263889,-67.5392313889,Nor Lípez,Potosí,Azorella compacta,Llareta
63328515,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/101615236/medium.jpeg,-21.4363880556,-67.8577380556,Nor Lípez,Potosí,Azorella compacta,Llareta
63507571,Maria Clara Gil,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/101931245/medium.jpg,-21.3586966667,-68.0263445,Nor Lípez,Potosí,Azorella compacta,Llareta
63828376,Martin Lowry,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102507281/medium.jpg,-20.517,-64.902,Nor Cinti,Chuquisaca,Azorella compacta,Llareta
63879651,Martin Lowry,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102598166/medium.jpg,-20.934,-64.883,Sud Cinti,Chuquisaca,Azorella compacta,Llareta
63879653,Martin Lowry,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102598172/medium.jpg,-21.418,-65.385,Sud Cinti,Chuquisaca,Azorella compacta,Llareta
63879654,Martin Lowry,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/102598180/medium.jpg,-20.632,-65.032,Nor Cinti,Chuquisaca,Azorella compacta,Llareta
64008237,Apolinario Congacha Karol Paola,,https://static.inaturalist.org/photos/102828217/medium.jpeg,-14.7405817624,-74.4096124917,Lucanas,Ayacucho,Azorella compacta,Llareta
64114856,Don Johnston,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/103024324/medium.jpeg,-20.8944749271,-67.4660611001,Nor Lípez,Potosí,Azorella compacta,Llareta
64375773,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/103481818/medium.jpeg,-18.1210949299,-68.962006773,Sajama,Oruro,Azorella compacta,Llareta
64458872,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/103584874/medium.jpeg,-18.0805674596,-68.8795133734,Sajama,Oruro,Azorella compacta,Llareta
64458884,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/103585347/medium.jpeg,-18.0558904916,-68.9365119623,Sajama,Oruro,Azorella compacta,Llareta
64527665,Fabien Anthelme,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/103755524/medium.jpeg,-18.1181342247,-69.0538416613,Sajama,Oruro,Azorella compacta,Llareta
65403865,Lucely L. Vilca Bustamante,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/105263297/medium.jpg,-14.82908,-71.36502833,Espinar,Cusco,Azorella compacta,Llareta
65955408,Carla Urbina,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/106243396/medium.jpeg,-21.3585647222,-68.0279030556,Nor Lípez,Potosí,Azorella compacta,Llareta
65955409,Carla Urbina,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/106243408/medium.jpeg,-21.3584897222,-68.0278713889,Nor Lípez,Potosí,Azorella compacta,Llareta
65955413,Carla Urbina,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/106243419/medium.jpeg,-21.358885,-68.0266480556,Nor Lípez,Potosí,Azorella compacta,Llareta
67090559,Christian Rixen,,https://static.inaturalist.org/photos/108307680/medium.jpeg,-18.1034277778,-69.53105,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67207637,Christian Rixen,,https://static.inaturalist.org/photos/108527598/medium.jpeg,-18.2141916667,-69.4982194444,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67207708,Christian Rixen,,https://static.inaturalist.org/photos/108527735/medium.jpeg,-18.2196777778,-69.489375,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67207734,Christian Rixen,,https://static.inaturalist.org/photos/108527797/medium.jpeg,-18.2196777778,-69.489375,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67207805,Christian Rixen,,https://static.inaturalist.org/photos/108527931/medium.jpeg,-18.2196777778,-69.489375,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67207933,Christian Rixen,,https://static.inaturalist.org/photos/108528206/medium.jpeg,-18.2219138889,-69.4879416667,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67209192,Christian Rixen,,https://static.inaturalist.org/photos/108530704/medium.jpeg,-18.0961805556,-69.5418972222,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
67214435,Christian Rixen,,https://static.inaturalist.org/photos/108539697/medium.jpeg,-18.1034277778,-69.53105,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
69551741,Jean-Paul Boerekamps,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/112877169/medium.jpg,-15.7559979528,-71.5630504322,Caylloma,Arequipa,Azorella compacta,Llareta
70004577,Elizabeth Axley,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/113720573/medium.jpeg,-21.5350888889,-67.5788111111,Nor Lípez,Potosí,Azorella compacta,Llareta
70252498,Jean-Paul Boerekamps,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/114167491/medium.jpg,-19.6034661823,-65.7252214505,Tomás Frías,Potosí,Azorella compacta,Llareta
70494878,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/114615267/medium.jpg,-23.8634189,-69.1328491,Antofagasta,Antofagasta,Azorella compacta,Llareta
71901422,María Belén Dri,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/117136887/medium.jpg,-26.6685927818,-65.7579413992,Tafí del Valle,Tucumán,Azorella compacta,Llareta
73289378,Sonia Paź-Dyderska,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/119631373/medium.jpg,-22.4920077778,-68.0236414167,El Loa,Antofagasta,Azorella compacta,Llareta
73922464,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/120755781/medium.jpeg,-16.3363874162,-71.3123453733,Arequipa,Arequipa,Azorella compacta,Llareta
74594620,danplant,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/121929018/medium.jpeg,-15.7813768174,-71.5529306677,Caylloma,Arequipa,Azorella compacta,Llareta
74672461,María Belén Dri,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/122064512/medium.jpeg,-26.739954896,-65.7435914256,Tafí del Valle,Tucumán,Azorella compacta,Llareta
74801357,María Belén Dri,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/122295079/medium.jpeg,-26.728218658,-65.7556237587,Tafí del Valle,Tucumán,Azorella compacta,Llareta
74866407,María Belén Dri,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/122413064/medium.jpeg,-26.7362320612,-65.762853414,Tafí del Valle,Tucumán,Azorella compacta,Llareta
75023006,Marcin Dyderski,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/122687251/medium.jpeg,-22.3391169506,-68.0281158092,El Loa,Antofagasta,Azorella compacta,Llareta
75108792,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/122820684/medium.jpeg,-18.7016166667,-69.473,Arica,Arica y Parinacota,Azorella compacta,Llareta
75123074,Bryan Contreras Aguayo,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/122853923/medium.jpeg,-18.2817968655,-69.0994904936,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
75262549,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/123101937/medium.jpeg,-18.1701861111,-69.4306722222,Parinacota,Arica y Parinacota,Azorella compacta,Llareta
76838973,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/125671674/medium.jpg,-16.306938479,-71.0133559433,Arequipa,Arequipa,Azorella compacta,Llareta
77124235,Erick Huallpa Taquima,,https://static.inaturalist.org/photos/126117510/medium.jpeg,-16.3858954344,-71.3171871311,Arequipa,Arequipa,Azorella compacta,Llareta
77150346,Carmen Lucero Talavera Villar,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/126161762/medium.jpeg,-16.3842029569,-71.3137893675,Arequipa,Arequipa,Azorella compacta,Llareta
77168911,Carlos Alberto Mamani Quispe,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/126184746/medium.jpeg,-16.7675,-70.599722,Mariscal Nieto,Moquegua,Azorella compacta,Llareta
77190972,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/126228553/medium.jpg,-16.3974020903,-71.1635122009,Arequipa,Arequipa,Azorella compacta,Llareta
77362111,Erick Huallpa Taquima,,https://static.inaturalist.org/photos/126512082/medium.jpeg,-16.3844069,-71.3134304,Arequipa,Arequipa,Azorella compacta,Llareta
